name: 15be5c49-5377-4757-a408-8150fac602eb num_items: 20002
token, class_id, token_value, token_tf, token_df
солт-лейк-сити, @default_class, 2.5408658984815702e-05, 71.0, 67.0
убитый, @default_class, 6.799500260967761e-05, 190.0, 136.0
заказать, @default_class, 2.218784356955439e-05, 62.0, 53.0
картина, @default_class, 0.0002988201449625194, 835.0, 350.0
ярославский, @default_class, 7.658384856767952e-05, 214.0, 95.0
кавалерийский, @default_class, 0.00010091889998875558, 282.0, 108.0
сбить, @default_class, 2.8271606424823403e-05, 79.0, 52.0
член-корреспондент, @default_class, 3.793405267060734e-05, 106.0, 85.0
калгари, @default_class, 2.648226472956594e-05, 74.0, 64.0
трон, @default_class, 3.6502580769592896e-05, 102.0, 73.0
кг, @default_class, 0.00012203313963254914, 341.0, 155.0
сбежать, @default_class, 2.361931728955824e-05, 66.0, 53.0
знак, @default_class, 0.000225814976147376, 631.0, 419.0
положительно, @default_class, 2.361931728955824e-05, 66.0, 55.0
наподобие, @default_class, 1.8251290384796448e-05, 51.0, 50.0
посвятить, @default_class, 0.0003267338906880468, 913.0, 682.0
час, @default_class, 0.00026124395662918687, 730.0, 421.0
казахский, @default_class, 0.00011237068974878639, 314.0, 94.0
разговор, @default_class, 4.0797000110615045e-05, 114.0, 91.0
шесть, @default_class, 0.00026124395662918687, 730.0, 587.0
повсеместно, @default_class, 1.96827641048003e-05, 55.0, 51.0
портал, @default_class, 3.149242184008472e-05, 88.0, 58.0
entertainment, @default_class, 4.0797000110615045e-05, 114.0, 77.0
популяция, @default_class, 3.757618469535373e-05, 105.0, 64.0
войны.############ть, @default_class, 2.0398500055307522e-05, 57.0, 57.0
парламент, @default_class, 0.00016497734759468585, 461.0, 240.0
марина, @default_class, 4.5807159040123224e-05, 128.0, 61.0
россии.############ть, @default_class, 2.004063208005391e-05, 56.0, 54.0
давний, @default_class, 1.896702633530367e-05, 53.0, 50.0
иванов, @default_class, 5.761681677540764e-05, 161.0, 87.0
копия, @default_class, 0.00010306610784027725, 288.0, 200.0
музыка, @default_class, 0.00040331773925572634, 1127.0, 548.0
повторно, @default_class, 3.220815779059194e-05, 90.0, 88.0
моряк, @default_class, 2.5408658984815702e-05, 71.0, 56.0
польша, @default_class, 0.00022617285139858723, 632.0, 341.0
вмешательство, @default_class, 3.757618469535373e-05, 105.0, 78.0
рядовой, @default_class, 2.505079100956209e-05, 70.0, 62.0
исполняться, @default_class, 2.7555868655326776e-05, 77.0, 65.0
завершиться, @default_class, 6.978434248594567e-05, 195.0, 163.0
прага, @default_class, 3.721831672010012e-05, 104.0, 74.0
колесо, @default_class, 0.00013133771426510066, 367.0, 93.0
экспозиция, @default_class, 5.045944999437779e-05, 141.0, 85.0
содержаться, @default_class, 8.266761142294854e-05, 231.0, 194.0
датироваться, @default_class, 3.328176535433158e-05, 93.0, 78.0
коммуникация, @default_class, 2.9703080144827254e-05, 83.0, 55.0
никольский, @default_class, 5.153305392013863e-05, 144.0, 65.0
преобладать, @default_class, 3.757618469535373e-05, 105.0, 88.0
пьер, @default_class, 3.542897684383206e-05, 99.0, 71.0
правительство, @default_class, 0.000643089588265866, 1797.0, 816.0
сад, @default_class, 0.0001689139025984332, 472.0, 302.0
разбить, @default_class, 4.437568713910878e-05, 124.0, 105.0
присутствие, @default_class, 9.268792200600728e-05, 259.0, 230.0
дуэт, @default_class, 2.7198000680073164e-05, 76.0, 58.0
сербия, @default_class, 4.187060767435469e-05, 117.0, 62.0
сходство, @default_class, 3.435536928009242e-05, 96.0, 79.0
1823, @default_class, 1.9324896129546687e-05, 54.0, 51.0
вольный, @default_class, 5.260666148387827e-05, 147.0, 60.0
философ, @default_class, 3.041881791432388e-05, 85.0, 73.0
мэр, @default_class, 5.3680265409639105e-05, 150.0, 100.0
«новое, @default_class, 2.5766526960069314e-05, 72.0, 58.0
инспектор, @default_class, 3.578684481908567e-05, 100.0, 79.0
тонна, @default_class, 0.0001012767679640092, 283.0, 157.0
вылететь, @default_class, 1.96827641048003e-05, 55.0, 51.0
система, @default_class, 0.0011483997805044055, 3209.0, 1354.0
двое, @default_class, 9.984529606299475e-05, 279.0, 238.0
вселенная, @default_class, 3.077668588957749e-05, 86.0, 51.0
джованни, @default_class, 3.0060948120080866e-05, 84.0, 52.0
инициатива, @default_class, 0.00011702298070304096, 327.0, 268.0
южный, @default_class, 0.000772280094679445, 2158.0, 1360.0
среда, @default_class, 0.00019575403712224215, 547.0, 348.0
эдуард, @default_class, 5.6185344874393195e-05, 157.0, 96.0
белорусский, @default_class, 0.00016175652854144573, 452.0, 188.0
обстоятельство, @default_class, 6.727926665917039e-05, 188.0, 164.0
900, @default_class, 3.578684481908567e-05, 100.0, 86.0
дуб, @default_class, 3.149242184008472e-05, 88.0, 50.0
ладожский, @default_class, 3.507110523059964e-05, 98.0, 55.0
устав, @default_class, 2.3261447495315224e-05, 65.0, 52.0
дублин, @default_class, 4.8670106480130926e-05, 136.0, 56.0
земледелие, @default_class, 2.8987342375330627e-05, 81.0, 67.0
проявляться, @default_class, 2.361931728955824e-05, 66.0, 59.0
microsoft, @default_class, 6.620566273340955e-05, 185.0, 69.0
премьера, @default_class, 0.00012489609071053565, 349.0, 222.0
внезапно, @default_class, 3.93655282096006e-05, 110.0, 99.0
1873, @default_class, 3.721831672010012e-05, 104.0, 88.0
штурм, @default_class, 7.121582166291773e-05, 199.0, 122.0
поляк, @default_class, 5.0817317969631404e-05, 142.0, 75.0
восточный, @default_class, 0.0005901250406168401, 1649.0, 990.0
луис, @default_class, 2.7555868655326776e-05, 77.0, 55.0
окружный, @default_class, 3.256602940382436e-05, 91.0, 65.0
предстоять, @default_class, 3.256602940382436e-05, 91.0, 76.0
собака, @default_class, 0.0001545991690363735, 432.0, 95.0
получение, @default_class, 0.00014887326688040048, 416.0, 321.0
удостоить, @default_class, 9.87716848612763e-05, 276.0, 253.0
прийти, @default_class, 0.00019503830117173493, 545.0, 450.0
приток, @default_class, 0.0001213173964060843, 339.0, 268.0
сенатор, @default_class, 3.793405267060734e-05, 106.0, 76.0
переезжать, @default_class, 2.2903579520061612e-05, 64.0, 54.0
изобретение, @default_class, 3.185028981533833e-05, 89.0, 69.0
шахматист, @default_class, 3.1134553864831105e-05, 87.0, 76.0
отбить, @default_class, 2.648226472956594e-05, 74.0, 61.0
пленный, @default_class, 3.185028981533833e-05, 89.0, 67.0
капитальный, @default_class, 3.542897684383206e-05, 99.0, 73.0
искать, @default_class, 8.982497820397839e-05, 251.0, 208.0
прорваться, @default_class, 3.256602940382436e-05, 91.0, 60.0
акцент, @default_class, 2.2545711544808e-05, 63.0, 57.0
расчёт, @default_class, 4.5807159040123224e-05, 128.0, 94.0
1791, @default_class, 1.9324896129546687e-05, 54.0, 50.0
пресвятой, @default_class, 4.8312238504877314e-05, 135.0, 76.0
светский, @default_class, 2.6124394935322925e-05, 73.0, 56.0
стефан, @default_class, 5.511173731065355e-05, 154.0, 72.0
божий, @default_class, 7.085795368766412e-05, 198.0, 106.0
лука, @default_class, 5.153305392013863e-05, 144.0, 89.0
освещение, @default_class, 3.6502580769592896e-05, 102.0, 86.0
скульптура, @default_class, 7.05000784364529e-05, 197.0, 110.0
окружить, @default_class, 4.652289499063045e-05, 130.0, 107.0
93, @default_class, 2.2545711544808e-05, 63.0, 62.0
сельхозартель, @default_class, 3.435536928009242e-05, 96.0, 57.0
кирилл, @default_class, 4.5091423089616e-05, 126.0, 79.0
продюсер, @default_class, 0.00012811689521186054, 358.0, 212.0
вокальный, @default_class, 2.6840132704819553e-05, 75.0, 61.0
избрать, @default_class, 0.00025873887352645397, 723.0, 464.0
гильдия, @default_class, 2.6840132704819553e-05, 75.0, 52.0
мемуары, @default_class, 3.256602940382436e-05, 91.0, 70.0
сольный, @default_class, 6.0479764215415344e-05, 169.0, 110.0
металл, @default_class, 8.910924225347117e-05, 249.0, 156.0
чувствовать, @default_class, 2.5408658984815702e-05, 71.0, 64.0
скорый, @default_class, 2.5766526960069314e-05, 72.0, 62.0
насилие, @default_class, 3.1134553864831105e-05, 87.0, 63.0
тренер, @default_class, 0.00035178466350771487, 983.0, 394.0
октябрьский, @default_class, 7.121582166291773e-05, 199.0, 157.0
соавтор, @default_class, 2.2545711544808e-05, 63.0, 56.0
кинофестиваль, @default_class, 3.93655282096006e-05, 110.0, 73.0
кинорежиссёр, @default_class, 2.3261447495315224e-05, 65.0, 61.0
отход, @default_class, 3.185028981533833e-05, 89.0, 68.0
вполне, @default_class, 6.871073856018484e-05, 192.0, 164.0
1826, @default_class, 2.7555868655326776e-05, 77.0, 57.0
78, @default_class, 2.6124394935322925e-05, 73.0, 66.0
буквально, @default_class, 4.652289499063045e-05, 130.0, 121.0
конструктор, @default_class, 5.976402826490812e-05, 167.0, 112.0
учебный, @default_class, 0.0002447820152156055, 684.0, 364.0
убежище, @default_class, 3.1134553864831105e-05, 87.0, 58.0
структура, @default_class, 0.0002000484528252855, 559.0, 415.0
отчасти, @default_class, 2.6840132704819553e-05, 75.0, 63.0
достаточно, @default_class, 0.00022903579520061612, 640.0, 463.0
латинский, @default_class, 8.946711022872478e-05, 250.0, 199.0
оккупация, @default_class, 6.370057963067666e-05, 178.0, 120.0
750, @default_class, 2.0398500055307522e-05, 57.0, 54.0
носитель, @default_class, 9.411940118297935e-05, 263.0, 203.0
сосуд, @default_class, 3.3997501304838806e-05, 95.0, 53.0
повреждение, @default_class, 7.085795368766412e-05, 198.0, 152.0
акционерный, @default_class, 2.4692921215319075e-05, 69.0, 56.0
бытовой, @default_class, 3.435536928009242e-05, 96.0, 79.0
научно-исследовательский, @default_class, 3.6502580769592896e-05, 102.0, 86.0
шанс, @default_class, 4.1154871723847464e-05, 115.0, 101.0
куба, @default_class, 3.292389737907797e-05, 92.0, 66.0
перебраться, @default_class, 4.22284756496083e-05, 118.0, 109.0
португальский, @default_class, 8.230974344769493e-05, 230.0, 70.0
удостоиться, @default_class, 1.96827641048003e-05, 55.0, 52.0
джо, @default_class, 5.296452945913188e-05, 148.0, 78.0
трубка, @default_class, 2.8629474400077015e-05, 80.0, 69.0
звено, @default_class, 3.041881791432388e-05, 85.0, 70.0
усик, @default_class, 3.3997501304838806e-05, 95.0, 75.0
приговорить, @default_class, 6.262697570491582e-05, 175.0, 145.0
предание, @default_class, 5.260666148387827e-05, 147.0, 122.0
реставрация, @default_class, 3.507110523059964e-05, 98.0, 68.0
производительность, @default_class, 3.542897684383206e-05, 99.0, 71.0
лев, @default_class, 9.0182846179232e-05, 252.0, 175.0
«мы, @default_class, 2.8629474400077015e-05, 80.0, 66.0
уильямс, @default_class, 3.721831672010012e-05, 104.0, 73.0
шон, @default_class, 3.256602940382436e-05, 91.0, 53.0
ао, @default_class, 6.119550380390137e-05, 171.0, 78.0
разместить, @default_class, 6.119550380390137e-05, 171.0, 155.0
патриарх, @default_class, 8.624629117548466e-05, 241.0, 84.0
колхоз, @default_class, 0.00023834037710912526, 666.0, 231.0
у́лицо, @default_class, 1.860915836005006e-05, 52.0, 51.0
пребывание, @default_class, 8.19518681964837e-05, 229.0, 174.0
впадать, @default_class, 7.87310564192012e-05, 220.0, 186.0
балет, @default_class, 6.298484368016943e-05, 176.0, 63.0
составить, @default_class, 0.0003689623554237187, 1031.0, 742.0
квебек, @default_class, 6.083763582864776e-05, 170.0, 75.0
толстой, @default_class, 4.3659947550622746e-05, 122.0, 63.0
сплав, @default_class, 3.292389737907797e-05, 92.0, 50.0
всемирный, @default_class, 7.586810534121469e-05, 212.0, 155.0
поступление, @default_class, 1.96827641048003e-05, 55.0, 52.0
особо, @default_class, 7.193155761342496e-05, 201.0, 173.0
численность, @default_class, 0.0002397718490101397, 670.0, 455.0
воевода, @default_class, 6.620566273340955e-05, 185.0, 76.0
обл, @default_class, 2.4692921215319075e-05, 69.0, 62.0
целиком, @default_class, 3.0060948120080866e-05, 84.0, 80.0
процедура, @default_class, 3.686044874484651e-05, 103.0, 79.0
луна, @default_class, 4.723863457911648e-05, 132.0, 69.0
полгода, @default_class, 3.220815779059194e-05, 90.0, 84.0
изучить, @default_class, 3.6144712794339284e-05, 101.0, 89.0
шоу, @default_class, 0.000180365692358464, 504.0, 174.0
накануне, @default_class, 3.542897684383206e-05, 99.0, 96.0
частный, @default_class, 0.00022688858734909445, 634.0, 453.0
встретиться, @default_class, 8.409908332396299e-05, 235.0, 176.0
инструктор, @default_class, 2.3261447495315224e-05, 65.0, 60.0
лорд, @default_class, 5.690108082490042e-05, 159.0, 72.0
католик, @default_class, 3.292389737907797e-05, 92.0, 67.0
казнить, @default_class, 2.361931728955824e-05, 66.0, 57.0
кв, @default_class, 2.8987342375330627e-05, 81.0, 66.0
вне, @default_class, 6.906860653543845e-05, 193.0, 168.0
110, @default_class, 3.471323725534603e-05, 97.0, 91.0
удачно, @default_class, 2.4692921215319075e-05, 69.0, 64.0
ценный, @default_class, 5.224878987064585e-05, 146.0, 125.0
52, @default_class, 4.3659947550622746e-05, 122.0, 112.0
успенский, @default_class, 3.757618469535373e-05, 105.0, 66.0
опираться, @default_class, 2.6840132704819553e-05, 75.0, 66.0
тверской, @default_class, 6.119550380390137e-05, 171.0, 82.0
коммунист, @default_class, 4.5807159040123224e-05, 128.0, 85.0
замуж, @default_class, 0.00013026411761529744, 364.0, 261.0
олег, @default_class, 7.479450141545385e-05, 209.0, 127.0
ольга, @default_class, 9.948742808774114e-05, 278.0, 131.0
образоваться, @default_class, 0.00010020316403824836, 280.0, 225.0
